Field ID,Description,Category,Unnamed: 3
28061,Employment situation between the start of November and the start of December,Waves 1-6 exposure questionnaire,
28058,Employment situation changed since the end of June 2020,Waves 1-6 exposure questionnaire,
12706,Eprime error flag,Task functional brain MRI,
100310,Espresso intake,Hot/cold beverages yesterday,
30037,Estimation model used to compute VO2max,VO2max during exercise,
21000,Ethnic background,Ethnicity,
20431,Ever addicted to a behaviour or miscellanous,Addictions,
20406,Ever addicted to alcohol,Addictions,
20401,Ever addicted to any substance or behaviour,Addictions,
20456,Ever addicted to illicit or recreational drugs,Addictions,
20503,Ever addicted to prescription or over-the-counter medication,Addictions,
20483,Ever attempted suicide,Self-harm behaviours,
29116,Ever attempted suicide,Harm behaviours,
20411,Ever been injured or injured someone else through drinking alcohol,Alcohol use,
29099,Ever been injured or injured someone else through drinking alcohol,Alcohol use,
21062,Ever been offered/sought treatment for anxiety,Digestive health,
21063,Ever been offered/sought treatment for depression,Digestive health,
20468,Ever believed in an un-real conspiracy against self,Unusual and psychotic experiences,
20474,Ever believed in un-real communications or signs,Unusual and psychotic experiences,
20485,Ever contemplated self-harm,Self-harm behaviours,
29109,Ever contemplated self-harm,Harm behaviours,
4598,Ever depressed for a whole week,Mental health,
21024,Ever diagnosed with IBS,Digestive health,
20421,"Ever felt worried, tense, or anxious for most of a month or longer",Anxiety,
120085,Ever had an amputation,Experience of pain,
120078,Ever had an open sore on foot,Experience of pain,
120008,Ever had any cause of nerve damage/neuropathy other than diabetic neuropathy,Experience of pain,
2345,Ever had bowel cancer screening,Cancer screening,
2674,Ever had breast cancer screening / mammogram,Female-specific factors,
120002,Ever had cancer pain,Experience of pain,
120003,Ever had carpal tunnel syndrome,Experience of pain,
5324,Ever had cataract surgery,Eye surgery,
2694,Ever had cervical smear test,Female-specific factors,
120010,Ever had chronic Fatigue Syndrome or Myalgic Encephalomyelitis (M.E.),Experience of pain,
120005,Ever had chronic post-surgical pain,Experience of pain,
120004,Ever had complex regional pain syndrome (also known as CRPS),Experience of pain,
5328,Ever had corneal graft surgery,Eye surgery,
120007,Ever had diabetes (Type I or Type II),Experience of pain,
120079,Ever had diabetic neuropathy,Experience of pain,
5181,Ever had eye surgery,Eye surgery,
120009,Ever had fibromyalgia syndrome,Experience of pain,
120011,Ever had gout,Experience of pain,
3591,Ever had hysterectomy (womb removed),Female-specific factors,
20405,"Ever had known person concerned about, or recommend reduction of, alcohol consumption",Alcohol use,
29100,"Ever had known person concerned about, or recommend reduction of, alcohol consumption",Alcohol use,
5327,Ever had laser treatment for glaucoma or high eye pressure,Eye surgery,
120016,Ever had migraine,Experience of pain,
120000,"Ever had osteoarthritis affecting one or more joints (e.g. hip, knee, shoulder)",Experience of pain,
120017,Ever had pelvic pain,Experience of pain,
20502,Ever had period extreme irritability,Mania,
29050,Ever had period extreme irritability,Mood changes,
20501,Ever had period of mania / excitability,Mania,
29049,Ever had period of mania / excitability,Mood changes,
120018,Ever had post herpetic neuralgia (pain after shingles),Experience of pain,
20446,Ever had prolonged feelings of sadness or depression,Depression,
29011,Ever had prolonged feelings of sadness or depression,Depression,
20441,Ever had prolonged loss of interest in normal activities,Depression,
29012,Ever had prolonged loss of interest in normal activities,Depression,
2365,Ever had prostate specific antigen (PSA) test,Cancer screening,
29132,Ever had recurrent episodes of excessive overeating or binge eating,Eating patterns,
5325,Ever had refractive laser eye surgery,Eye surgery,
120001,Ever had rheumatoid arthritis affecting one or more joints,Experience of pain,
2159,Ever had same-sex intercourse,Sexual factors,
2774,"Ever had stillbirth, spontaneous miscarriage or termination",Female-specific factors,
5326,Ever had surgery for glaucoma or high eye pressure,Eye surgery,
20463,Ever heard an un-real voice,Unusual and psychotic experiences,
4653,Ever highly irritable/argumentative for 2 days,Mental health,
4642,Ever manic/hyper for 2 days,Mental health,
20404,Ever physically dependent on alcohol,Addictions,
20466,Ever prescribed a medication for unusual or psychotic experiences,Unusual and psychotic experiences,
20471,Ever seen an un-real vision,Unusual and psychotic experiences,
20480,Ever self-harmed,Self-harm behaviours,
29111,Ever self-harmed,Harm behaviours,
20160,Ever smoked,Smoking,
20499,Ever sought or received professional help for mental distress,Mental distress,
2907,Ever stopped smoking for 6+ months,Smoking,
10827,Ever stopped smoking for 6+ months (pilot),Smoking,
20500,Ever suffered mental distress preventing usual activities,Mental distress,
20453,Ever taken cannabis,Cannabis use,
2784,Ever taken oral contraceptive pill,Female-specific factors,
20477,Ever talked to a health professional about unusual or psychotic experiences,Unusual and psychotic experiences,
20479,Ever thought that life not worth living,Self-harm behaviours,
29108,Ever thought that life not worth living,Harm behaviours,
3486,Ever tried to stop smoking,Smoking,
4631,Ever unenthusiastic/disinterested for a whole week,Mental health,
29104,Ever used cannabis,Cannabis use,
2814,Ever used hormone-replacement therapy (HRT),Female-specific factors,
20425,Ever worried more than most people would in similar situation,Anxiety,
29087,Experienced a life-threatening injury or illness,Adverse life events,
29088,Experienced a marital separation/divorce,Adverse life events,
29086,Experienced a violent or sexual assault,Adverse life events,
29134,Experienced episodes of overeating/binge eating during time(s) of low weight,Eating patterns,
29090,Experienced the death of a close friend or family member due to suicide,Adverse life events,
29089,Experienced the death of a spouse or partner,Adverse life events,
28716,Extent affected by a fever,Health and well-being,
28614,Extent affected by a loss or change in sense of smell,Health and well-being,
28617,Extent affected by a loss or change in sense of taste,Health and well-being,
28713,Extent affected by a new allergy or intolerance,Health and well-being,
28665,Extent affected by a persistent cough,Health and well-being,
28620,Extent affected by a sore or painful throat,Health and well-being,
28650,Extent affected by abdominal pain/tummy ache,Health and well-being,
28641,Extent affected by back pain,Health and well-being,
28662,Extent affected by bone pain,Health and well-being,
28644,Extent affected by chest pain,Health and well-being,
28674,Extent affected by chest pressure,Health and well-being,
28719,Extent affected by chills,Health and well-being,
28602,Extent affected by decrease in appetite,Health and well-being,
28689,Extent affected by difficulty sleeping,Health and well-being,
28683,Extent affected by dizziness/light-headedness,Health and well-being,
28608,Extent affected by gastrointestinal issues,Health and well-being,
28635,Extent affected by headaches,Health and well-being,
28629,Extent affected by hearing loss,Health and well-being,
28677,Extent affected by heart issues,Health and well-being,
28659,Extent affected by joint pain or swelling of joint(s),Health and well-being,
28653,Extent affected by leg pain,Health and well-being,
28698,Extent affected by mild fatigue,Health and well-being,
28656,Extent affected by muscle pain/achy muscles,Health and well-being,
28623,Extent affected by nasal congestion,Health and well-being,
28605,Extent affected by nausea and/or vomiting,Health and well-being,
28638,Extent affected by neck pain/stiff neck,Health and well-being,
28692,Extent affected by night sweats,Health and well-being,
28734,Extent affected by numbness or tingling somewhere in the body,Health and well-being,
28632,Extent affected by other hearing issues,Health and well-being,
28647,Extent affected by pain on breathing,Health and well-being,
28668,Extent affected by phlegm production/a chesty cough,Health and well-being,
28704,Extent affected by post-exertional symptom exacerbation,Health and well-being,
28680,Extent affected by postural tachycardia,Health and well-being,
28725,Extent affected by problems communicating,Health and well-being,
28728,"Extent affected by problems relating to mood, anxiety and emotions",Health and well-being,
28722,Extent affected by problems thinking,Health and well-being,
28710,Extent affected by red/purple sores or blisters on feet,Health and well-being,
28701,Extent affected by severe fatigue,Health and well-being,
28686,Extent affected by shortness of breath or trouble breathing,Health and well-being,
28707,Extent affected by skin issues,Health and well-being,
28671,Extent affected by tightness in the chest,Health and well-being,
28626,Extent affected by tinnitus,Health and well-being,
28695,Extent affected by unrestful sleep,Health and well-being,
28611,Extent affected by vision problems,Health and well-being,
28731,Extent affected by weakness of muscles or difficulty moving arms and legs,Health and well-being,
4935,FI1 : numeric addition test,Fluid intelligence / reasoning,
20165,FI1 : numeric addition test,Fluid intelligence / reasoning,
5699,FI10 : arithmetic sequence recognition,Fluid intelligence / reasoning,
20183,FI10 : arithmetic sequence recognition,Fluid intelligence / reasoning,
5779,FI11 : antonym,Fluid intelligence / reasoning,
20185,FI11 : antonym,Fluid intelligence / reasoning,
5790,FI12 : square sequence recognition,Fluid intelligence / reasoning,
20187,FI12 : square sequence recognition,Fluid intelligence / reasoning,
5866,FI13 : subset inclusion logic,Fluid intelligence / reasoning,
20189,FI13 : subset inclusion logic,Fluid intelligence / reasoning,
20193,FI14 : alphanumeric substitution,Fluid intelligence / reasoning,
4946,FI2 : identify largest number,Fluid intelligence / reasoning,
20167,FI2 : identify largest number,Fluid intelligence / reasoning,
4957,FI3 : word interpolation,Fluid intelligence / reasoning,
20169,FI3 : word interpolation,Fluid intelligence / reasoning,
4968,FI4 : positional arithmetic,Fluid intelligence / reasoning,
20171,FI4 : positional arithmetic,Fluid intelligence / reasoning,
4979,FI5 : family relationship calculation,Fluid intelligence / reasoning,
20173,FI5 : family relationship calculation,Fluid intelligence / reasoning,
4990,FI6 : conditional arithmetic,Fluid intelligence / reasoning,
20175,FI6 : conditional arithmetic,Fluid intelligence / reasoning,
5001,FI7 : synonym,Fluid intelligence / reasoning,
20177,FI7 : synonym,Fluid intelligence / reasoning,
5012,FI8 : chained arithmetic,Fluid intelligence / reasoning,
20179,FI8 : chained arithmetic,Fluid intelligence / reasoning,
5556,FI9 : concept interpolation,Fluid intelligence / reasoning,
20181,FI9 : concept interpolation,Fluid intelligence / reasoning,
1757,Facial ageing,Sun exposure,
4067,Facial pains for 3+ months,Pain,
30569,Falling asleep when driving,Sleep disturbances,
2296,Falls in the last year,General health,
21065,Family history of IBS,Digestive health,
4559,Family relationship satisfaction,Mental health,
103120,Fat removed from meat,Meat/fish yesterday,
1797,Father still alive,Family history,
115,Father's month of birth,Early life factors,#
30572,Fatigue a problem over the last two weeks,Fatigue,
30578,Fatigue caused by poor sleep over the last two weeks,Fatigue,
30574,Fatigue causing distress over the last two weeks,Fatigue,
30573,Fatigue causing problems with everyday functioning over the last two weeks,Fatigue,
120040,Fatigue severity over the past week,Experience of pain,
